year,sid,customer_rows,providers,distinct_providers,max_distance_km
2019,66249.0,2,LAPAN,1,0.39724364633584724
2019,66251.0,2,LAPAN,1,0.11390683984274579
2019,66253.0,2,LAPAN,1,0.4377085252539842
2019,66254.0,2,LAPAN,1,0.47640496375218305
2019,66255.0,2,LAPAN,1,0.17832119199153632
2019,66287.0,2,LAPAN,1,0.10556600315298062
2019,66290.0,2,LAPAN,1,0.45817606802298955
2019,66308.0,2,LAPAN,1,0.32830430082714857
2019,66325.0,2,LAPAN,1,0.05651445233477963
2019,66338.0,2,LAPAN,1,0.3455038476736273
2019,66387.0,2,LAPAN,1,0.32818198217139355
2019,66389.0,2,LAPAN,1,0.14516570900506728
2019,66392.0,2,LAPAN,1,0.2495130197125778
2019,70276.0,2,LAPAN,1,0.429477290206987
2019,81960.0,2,LAPAN,1,0.41944389690149025
2019,83186.0,2,LAPAN,1,0.3380450576440056
2019,83188.0,2,LAPAN,1,0.4970057965041612
2019,83195.0,2,LAPAN,1,0.4736219236949272
2019,83216.0,2,LAPAN,1,0.1940026012497253
2019,83217.0,2,LAPAN,1,0.27183798940589743
2019,83231.0,2,LAPAN,1,0.13816165989248416
2019,83244.0,2,LAPAN,1,0.20233661995842758
2019,83251.0,2,LAPAN,1,0.38693610232889336
2019,83255.0,2,LAPAN,1,0.14389630927813013
2019,83261.0,2,LAPAN,1,0.24962372545256134
2019,83282.0,2,LAPAN,1,0.16845609029444336
2019,83315.0,2,LAPAN,1,0.19370456144586012
2019,83360.0,2,LAPAN,1,0.3093399909275682
2019,84088.0,2,LAPAN,1,0.2672529619224478
2019,84091.0,2,LAPAN,1,0.44416594406074056
2019,84112.0,2,LAPAN,1,0.20271661684101008
2019,84124.0,2,LAPAN,1,0.13993741368090393
2019,85431.0,2,LAPAN,1,0.2298717617850116
2019,85494.0,2,LAPAN,1,0.3473124226371496
2019,85498.0,2,LAPAN,1,0.16554967791883063
2019,85551.0,2,LAPAN,1,0.16565920874899154
2019,85564.0,2,LAPAN,1,0.3948760639751969
2019,85591.0,2,LAPAN,1,0.2408189689937154
2019,85618.0,2,LAPAN,1,0.17678537752115683
2019,403788.0,2,ASMC,1,0.2934006212749162
2019,403814.0,2,ASMC,1,0.3842231661311831
2019,404080.0,2,ASMC,1,0.25719285818410953
2019,412160.0,2,ASMC,1,0.36759912334414585
2019,412330.0,2,ASMC,1,0.31576045475586056
2019,442198.0,2,ASMC,1,0.35369329647328174
2019,457023.0,2,ASMC,1,0.2791201298651921
2019,457549.0,2,ASMC,1,0.34984225488576526
2019,468686.0,2,ASMC,1,0.31374266494219005
